Collision Date,Collision Time Range,Injury Type,Latitude,Longitude,Modes,Risk
2017-12-03,0:00-2:59,Minor,49.27676634,-123.0998475,Cyl-Unk,
2017-12-03,12:00-14:59,Minor,49.26916794,-123.1006969,Single Cyl,
2017-12-03,18:00-20:59,Minor,49.20707081,-123.1244353,Single Cyl,
2017-12-02,21:00-23:59,Minor,49.26963153,-123.0734913,Veh-Veh,
2017-12-02,,Severe,49.26963153,-123.0734913,Veh-Ped,
2017-12-02,12:00-14:59,Minor,49.26020101,-123.101075,Veh-Veh,
2017-12-02,6:00-8:59,Minor,49.24843883,-123.0566424,Veh-Ped,
2017-12-01,0:00-2:59,Minor,49.21935069,-123.1401475,Veh-Veh,
2017-12-01,15:00-17:59,Minor,49.22655262,-123.1283157,Veh-Veh,
2017-12-01,9:00-11:59,Minor,49.22655262,-123.1283157,Veh-Ped,
2017-12-01,9:00-11:59,Minor,49.26471021,-123.0774549,Ped-Unk,
2017-11-30,18:00-20:59,Minor,49.26797675,-123.1432292,Veh-Veh,
2017-11-30,21:00-23:59,Minor,49.26916794,-123.1006969,Veh-Veh,
2017-11-30,9:00-11:59,Minor,49.24143454,-123.1278187,Veh-Veh,
2017-11-30,21:00-23:59,Minor,49.26916794,-123.1006969,Veh-Ped,
2017-11-29,18:00-20:59,Minor,49.24143454,-123.1278187,Veh-Veh,
2017-11-29,15:00-17:59,Minor,49.24188342,-123.05813,Cyl-Ped,
2017-11-29,18:00-20:59,Minor,49.24188342,-123.05813,Veh-Veh,
2017-11-28,15:00-17:59,Minor,49.28117423,-123.0617014,Veh-Veh,
2017-11-28,6:00-8:59,Minor,49.22154174,-123.1284936,Ped-Unk,
2017-11-28,15:00-17:59,Minor,49.20292174,-123.077401,Veh-Veh,
2017-11-28,15:00-17:59,Minor,49.26241202,-123.0813672,Ped-Unk,
2017-11-27,18:00-20:59,Minor,49.26043472,-123.1176065,Veh-Veh,
2017-11-27,18:00-20:59,Minor,49.27668051,-123.108987,Single Cyl,
2017-11-27,15:00-17:59,Minor,49.24865335,-123.0911412,Veh-Mot,
2017-11-26,12:00-14:59,Minor,49.22547178,-123.0907739,Veh-Veh,
2017-11-26,,Minor,49.24143454,-123.1278187,Veh-Veh,
2017-11-26,15:00-17:59,Minor,49.22594228,-123.0547168,Veh-Veh,
2017-11-25,,Minor,49.23230884,-123.0236472,Single Cyl,
2017-11-25,18:00-20:59,Minor,49.23457602,-123.1555619,Veh-Veh,
2017-11-25,18:00-20:59,Minor,49.26589968,-123.1206,Veh-Ped,
2017-11-25,12:00-14:59,Minor,49.24143454,-123.1278187,Mot-Cyl,
2017-11-24,3:00-5:59,Minor,49.26214928,-123.0566011,Veh-Veh,
2017-11-24,15:00-17:59,Minor,49.28037163,-123.0771252,Veh-Ped,
2017-11-24,,Severe,49.23098969,-123.0906045,Veh-Veh,
2017-11-24,12:00-14:59,Minor,49.26077176,-123.1386636,Veh-Ped,
2017-11-23,,Severe,49.27485284,-123.1130062,Veh-Ped,
2017-11-23,21:00-23:59,Minor,49.20937554,-123.1189441,Veh-Ped,
2017-11-23,3:00-5:59,Minor,49.23266824,-123.0728922,Veh-Veh,
2017-11-23,18:00-20:59,Severe,49.23476621,-123.185339,Veh-Cyl,
2017-11-23,9:00-11:59,Minor,49.25090999,-123.0838107,Veh-Veh,
2017-11-23,,Minor,49.26077176,-123.1386636,Veh-Veh,
2017-11-22,15:00-17:59,Minor,49.27673737,-123.1287837,Veh-Veh,
2017-11-22,12:00-14:59,Minor,49.23289146,-123.0905577,Cyl-Ped,
2017-11-22,,Minor,49.28293014,-123.106788,Veh-Veh,
2017-11-21,18:00-20:59,Minor,49.22105657,-123.1017977,Veh-Veh,
2017-11-21,15:00-17:59,Minor,49.23097353,-123.0892283,Ped-Unk,
2017-11-21,15:00-17:59,Minor,49.23354342,-123.1161922,Veh-Veh,
2017-11-20,12:00-14:59,Minor,49.23288566,-123.0621268,Veh-Veh,
2017-11-20,,Minor,49.22547178,-123.0907739,Cyl-Ped,
2017-11-19,18:00-20:59,Minor,49.26321841,-123.1148834,Veh-Ped,
2017-11-18,,Minor,49.24516447,-123.0651533,Veh-Veh,
2017-11-18,18:00-20:59,Minor,49.24516447,-123.0651533,Veh-Ped,
2017-11-18,21:00-23:59,Minor,49.27301231,-123.0656876,Veh-Veh,
2017-11-17,9:00-11:59,Minor,49.23289146,-123.0905577,Veh-Ped,
2017-11-17,9:00-11:59,Minor,49.24966234,-123.0338046,Veh-Veh,
2017-11-16,18:00-20:59,Minor,49.22715826,-123.1551522,Veh-Ped,
2017-11-15,18:00-20:59,Minor,49.25206417,-123.0798974,Veh-Mot,
2017-11-15,,Minor,49.24516447,-123.0651533,Veh-Veh,
2017-11-15,9:00-11:59,Minor,49.22194752,-123.0236066,Veh-Veh,
2017-11-15,15:00-17:59,Severe,49.26797675,-123.1432292,Veh-Ped,
2017-11-15,18:00-20:59,Minor,49.2339516,-123.1280743,Veh-Veh,
2017-11-14,15:00-17:59,Minor,49.22194752,-123.0236066,Veh-Veh,
2017-11-14,21:00-23:59,Minor,49.26023756,-123.1030787,Veh-Veh,
2017-11-14,15:00-17:59,Minor,49.27693399,-123.1226424,Veh-Veh,
2017-11-14,,Severe,49.23539531,-123.1161186,Veh-Veh,
2017-11-14,15:00-17:59,Minor,49.22194752,-123.0236066,Veh-Veh,
2017-11-14,,Severe,49.26927399,-123.1065726,Cyl-Unk,
2017-11-13,9:00-11:59,Severe,49.27005435,-123.0696136,Veh-Mot,
2017-11-12,21:00-23:59,Minor,49.28031127,-123.1214215,Veh-Veh,
2017-11-12,18:00-20:59,Minor,49.22547178,-123.0907739,Veh-Veh,
2017-11-12,12:00-14:59,Minor,49.2676896,-123.0565918,Veh-Veh,
2017-11-12,15:00-17:59,Severe,49.22547178,-123.0907739,Veh-Ped,
2017-11-12,21:00-23:59,Minor,49.2637899,-123.150529,Veh-Ped,
2017-11-11,0:00-2:59,Minor,49.26107962,-123.0977671,Veh-Veh,
2017-11-10,15:00-17:59,Minor,49.20292174,-123.077401,,
2017-11-10,21:00-23:59,Minor,49.26107962,-123.0977671,Veh-Veh,
2017-11-10,18:00-20:59,Minor,49.24108389,-123.1184367,Single Cyl,
2017-11-09,21:00-23:59,Severe,49.26291341,-123.1009596,Veh-Veh,
2017-11-08,12:00-14:59,Severe,49.23491426,-123.0236423,Veh-Veh,
2017-11-07,9:00-11:59,Severe,49.25891116,-123.1387334,Veh-Veh,
2017-11-06,,Minor,49.26916794,-123.1006969,Veh-Ped,
2017-11-06,15:00-17:59,Minor,49.23354342,-123.1161922,Veh-Veh,
2017-11-06,15:00-17:59,Minor,49.26344486,-123.1289867,Single Cyl,
2017-11-06,,Minor,49.2647837,-123.1108908,Veh-Veh,
2017-11-06,18:00-20:59,Minor,49.21935069,-123.1401475,Veh-Veh,
2017-11-06,12:00-14:59,Minor,49.22473184,-123.0388249,Veh-Veh,
2017-11-05,9:00-11:59,Minor,49.23539531,-123.1161186,Veh-Veh,
2017-11-05,9:00-11:59,Minor,49.27277625,-123.1000281,Veh-Veh,
2017-11-05,,Minor,49.22473184,-123.0388249,Veh-Veh,
2017-11-05,6:00-8:59,Minor,49.23061387,-123.1397173,Veh-Veh,
2017-11-04,,Minor,49.27984815,-123.1023226,Veh-Veh,
2017-11-03,3:00-5:59,Minor,49.23288566,-123.0621268,Veh-Ped,
2017-11-03,21:00-23:59,Minor,49.2217975,-123.0774229,Veh-Veh,
2017-11-02,9:00-11:59,Minor,49.26518503,-123.0774453,Veh-Veh,
2017-11-01,15:28:00,Death,49.28043451,-123.1022971,Single Ped,
2017-11-01,,Minor,49.2434172,-123.0566552,Veh-Veh,
2017-11-01,18:00-20:59,Minor,49.28043451,-123.1022971,Veh-Cyl,
2017-11-01,12:00-14:59,Minor,49.24520314,-123.1533435,Veh-Veh,
2017-11-01,15:00-17:59,Severe,49.20845013,-123.1288677,Veh-Mot,
2017-11-01,21:00-23:59,Minor,49.26231941,-123.0697627,Veh-Veh,
2017-10-31,9:00-11:59,Minor,49.22737265,-123.090706,Veh-Veh,
2017-10-31,21:00-23:59,Minor,49.24000921,-123.0540294,Cyl-Unk,
2017-10-31,9:00-11:59,Minor,49.24020915,-123.076405,Veh-Veh,
2017-10-31,,Minor,49.27277625,-123.1000281,Veh-Veh,
2017-10-30,18:00-20:59,Minor,49.24044912,-123.0988145,Veh-Veh,
2017-10-30,,Minor,49.24044912,-123.0988145,Veh-Veh,
2017-10-30,15:00-17:59,Minor,49.24044912,-123.0988145,Veh-Veh,
2017-10-30,12:00-14:59,Minor,49.21101282,-123.0911022,Single Cyl,
2017-10-30,6:00-8:59,Minor,49.21812717,-123.0770252,Cyl-Unk,
2017-10-29,,Minor,49.23289146,-123.0905577,Single Cyl,
2017-10-28,15:00-17:59,Minor,49.26450823,-123.1385234,Veh-Veh,
2017-10-28,18:00-20:59,Minor,49.26450823,-123.1385234,Veh-Veh,
2017-10-27,,Minor,49.24188342,-123.05813,Veh-Ped,
2017-10-27,12:00-14:59,Minor,49.20507419,-123.1406438,Veh-Mot,
2017-10-27,18:00-20:59,Severe,49.21056464,-123.0272673,Veh-Ped,
2017-10-27,,Minor,49.23724779,-123.1160455,Veh-Veh,
2017-10-26,18:00-20:59,Minor,49.26550616,-123.100851,Veh-Veh,
2017-10-25,,Minor,49.28814224,-123.1268592,Veh-Ped,
2017-10-25,15:00-17:59,Minor,49.24520314,-123.1533435,Veh-Veh,
2017-10-25,21:00-23:59,Severe,49.21821418,-123.0854453,Veh-Veh,
2017-10-25,9:00-11:59,Minor,49.26247366,-123.0891189,Veh-Veh,
2017-10-25,,Minor,49.26920434,-123.1027012,Veh-Veh,
2017-10-25,6:00-8:59,Severe,49.26920434,-123.1027012,Veh-Veh,
2017-10-25,,Severe,49.26920434,-123.1027012,Veh-Veh,
2017-10-24,9:00-11:59,Minor,49.26927399,-123.1065726,Cyl-Cyl,
2017-10-24,15:00-17:59,Minor,49.26534695,-123.1384913,Veh-Veh,
2017-10-24,18:00-20:59,Minor,49.23456768,-123.1550098,Veh-Veh,
2017-10-24,21:00-23:59,Minor,49.29259463,-123.1337401,Veh-Veh,
2017-10-24,,Minor,49.21825543,-123.0909531,Cyl-Ped,
2017-10-22,0:00-2:59,Minor,49.28199092,-123.1071952,Veh-Veh,
2017-10-22,3:00-5:59,Minor,49.26797675,-123.1432292,Veh-Ped,
2017-10-22,12:00-14:59,Minor,49.22762677,-123.0670141,Veh-Veh,
2017-10-21,,Minor,49.22526111,-123.0745312,Veh-Veh,
2017-10-21,15:00-17:59,Minor,49.26426956,-123.1798463,Veh-Veh,
2017-10-21,,Minor,49.24050232,-123.1014864,Veh-Veh,
2017-10-21,15:00-17:59,Minor,49.2388167,-123.0395164,Cyl-Unk,
2017-10-20,6:00-8:59,Minor,49.24188342,-123.05813,Veh-Veh,
2017-10-20,9:00-11:59,Severe,49.25956122,-123.0698156,Veh-Ped,
2017-10-20,18:00-20:59,Severe,49.26136953,-123.0697811,Veh-Veh,
2017-10-20,9:00-11:59,Minor,49.22899073,-123.1552096,Veh-Veh,
2017-10-20,,Minor,49.25709273,-123.1412628,Veh-Veh,
2017-10-19,15:00-17:59,Minor,49.26426956,-123.1798463,Veh-Veh,
2017-10-19,21:00-23:59,Minor,49.28123468,-123.0703897,Veh-Veh,
2017-10-19,18:00-20:59,Minor,49.28123468,-123.0703897,Veh-Veh,
2017-10-19,18:00-20:59,Minor,49.28123468,-123.0703897,Veh-Veh,
2017-10-19,18:00-20:59,Minor,49.24188342,-123.05813,Veh-Veh,
2017-10-19,18:00-20:59,Minor,49.28123468,-123.0703897,Veh-Veh,
2017-10-19,15:00-17:59,Minor,49.22722209,-123.1602119,Veh-Veh,
2017-10-19,21:00-23:59,Minor,49.26421863,-123.0755309,Veh-Veh,
2017-10-18,21:00-23:59,Minor,49.28867644,-123.1311063,Veh-Veh,
2017-10-18,9:00-11:59,Minor,49.2538476,-123.0837009,Veh-Veh,
2017-10-18,18:00-20:59,Minor,49.23371474,-123.1937505,Veh-Ped,
2017-10-18,9:00-11:59,Minor,49.24052617,-123.1027763,Veh-Veh,
2017-10-17,6:00-8:59,Severe,49.22529435,-123.0772914,Veh-Mot,
2017-10-17,6:00-8:59,Minor,49.27824874,-123.02833,Veh-Veh,
2017-10-16,15:00-17:59,Minor,49.236448,-123.0336239,Veh-Ped,
2017-10-16,6:00-8:59,Minor,49.22712332,-123.1523194,Veh-Veh,
2017-10-16,15:00-17:59,Minor,49.2635595,-123.1360969,Veh-Veh,
2017-10-16,,Minor,49.22912712,-123.0879017,Veh-Veh,
2017-10-16,,Minor,49.2635595,-123.1360969,Veh-Veh,
2017-10-16,18:00-20:59,Minor,49.236448,-123.0336239,Veh-Ped,
2017-10-16,12:00-14:59,Minor,49.2635595,-123.1360969,Veh-Veh,
2017-10-16,12:00-14:59,Minor,49.22712332,-123.1523194,Veh-Veh,
2017-10-15,18:00-20:59,Minor,49.26332364,-123.1759431,Veh-Mot,
2017-10-15,18:00-20:59,Minor,49.26359788,-123.1385577,Veh-Mot,
2017-10-15,12:00-14:59,Minor,49.26417129,-123.1739763,Veh-Cyl,
2017-10-15,9:00-11:59,Minor,49.23724779,-123.1160455,Single Cyl,
2017-10-14,18:00-20:59,Minor,49.28009442,-123.117866,Veh-Veh,
2017-10-13,,Minor,49.2635595,-123.1360969,Veh-Ped,
2017-10-13,6:00-8:59,Severe,49.2330791,-123.1015186,Veh-Veh,
2017-10-13,21:00-23:59,Severe,49.27485284,-123.1130062,Veh-Veh,
2017-10-13,,Minor,49.23289146,-123.0905577,Single Cyl,
2017-10-12,6:00-8:59,Minor,49.21182947,-123.1485388,Cyl-Ped,
2017-10-12,12:00-14:59,Minor,49.27485284,-123.1130062,Veh-Veh,
2017-10-11,,Minor,49.21905358,-123.1167711,Veh-Ped,
2017-10-11,21:00-23:59,Minor,49.27759254,-123.0727586,Veh-Veh,
2017-10-10,,Minor,49.24050232,-123.1014864,Veh-Veh,
2017-10-10,9:00-11:59,Minor,49.21298808,-123.1300958,Veh-Veh,
2017-10-09,,Severe,49.24861466,-123.0877662,Single Cyl,
2017-10-09,15:00-17:59,Minor,49.23674424,-123.1279788,Veh-Veh,
2017-10-08,15:00-17:59,Minor,49.26460211,-123.1008882,Single Cyl,
2017-10-08,,Minor,49.27254022,-123.1526034,Veh-Ped,
2017-10-08,6:00-8:59,Minor,49.27254022,-123.1526034,Veh-Veh,
2017-10-07,15:00-17:59,Minor,49.27142159,-123.1682075,Veh-Ped,
2017-10-07,,Minor,49.20810709,-123.0422563,Single Cyl,
2017-10-07,12:00-14:59,Minor,49.23674424,-123.1279788,Veh-Veh,
2017-10-06,18:00-20:59,Minor,49.2233957,-123.0773622,Veh-Veh,
2017-10-06,18:00-20:59,Minor,49.26813104,-123.1527662,Veh-Veh,
2017-10-06,18:00-20:59,Minor,49.2233957,-123.0773622,Veh-Veh,
2017-10-06,18:00-20:59,Minor,49.2233957,-123.0773622,Veh-Veh,
2017-10-06,,Minor,49.2233957,-123.0773622,Veh-Cyl,
2017-10-05,15:00-17:59,Minor,49.26035998,-123.1130055,Cyl-Ped,
2017-10-05,,Minor,49.25553032,-123.0898979,Veh-Cyl,
2017-10-04,15:00-17:59,Minor,49.26550616,-123.100851,Veh-Veh,
2017-10-04,15:00-17:59,Minor,49.20292174,-123.077401,Veh-Veh,
2017-10-04,18:00-20:59,Minor,49.24932974,-123.0986981,Cyl-Unk,
2017-10-04,,Minor,49.28043451,-123.1022971,Single Mot,
2017-10-03,21:00-23:59,Minor,49.22518107,-123.0657364,Veh-Veh,
2017-10-03,15:00-17:59,Minor,49.26959959,-123.0696217,Veh-Cyl,
2017-10-02,21:00-23:59,Minor,49.25971654,-123.0891632,Veh-Cyl,
2017-10-01,12:00-14:59,Severe,49.22562267,-123.0995618,Veh-Veh,
2017-10-01,,Minor,49.22562267,-123.0995618,Cyl-Ped,
2017-10-01,12:00-14:59,Severe,49.28687897,-123.1423753,Veh-Veh,
2017-09-30,15:00-17:59,Minor,49.26860642,-123.1846598,Veh-Veh,
2017-09-29,18:00-20:59,Minor,49.26201051,-123.1009977,Veh-Veh,
2017-09-29,15:00-17:59,Minor,49.26367551,-123.1433878,Cyl-Unk,
2017-09-29,0:00-2:59,Minor,49.27699988,-123.1195259,Cyl-Cyl,
2017-09-29,15:00-17:59,Minor,49.23354342,-123.1161922,Veh-Veh,
2017-09-29,15:00-17:59,Minor,49.28122474,-123.1161586,Veh-Veh,
2017-09-28,6:00-8:59,Minor,49.23805703,-123.1394596,Cyl-Cyl,
2017-09-28,9:00-11:59,Minor,49.24050232,-123.1014864,Veh-Veh,
2017-09-28,18:00-20:59,Minor,49.26321841,-123.1148834,Veh-Veh,
2017-09-28,18:00-20:59,Minor,49.20457485,-123.1303776,Cyl-Unk,
2017-09-27,21:00-23:59,Minor,49.20292174,-123.077401,Veh-Veh,
2017-09-26,,Minor,49.26247366,-123.0891189,Veh-Veh,
2017-09-26,18:00-20:59,Minor,49.21376177,-123.0770884,Veh-Veh,
2017-09-26,18:00-20:59,Minor,49.25815019,-123.033772,Veh-Veh,
2017-09-26,,Minor,49.24188342,-123.05813,Veh-Veh,
2017-09-26,15:00-17:59,Minor,49.25815019,-123.033772,Veh-Veh,
2017-09-26,15:00-17:59,Minor,49.21376177,-123.0770884,Cyl-Cyl,
2017-09-26,,Minor,49.20685867,-123.1068374,Veh-Veh,
2017-09-25,0:00-2:59,Minor,49.21462704,-123.0770784,Veh-Veh,
2017-09-25,12:00-14:59,Minor,49.22474187,-123.0410467,Veh-Veh,
2017-09-25,9:00-11:59,Minor,49.24188342,-123.05813,Veh-Veh,
2017-09-25,9:00-11:59,Severe,49.24188342,-123.05813,Veh-Veh,
2017-09-25,9:00-11:59,Minor,49.24188342,-123.05813,Veh-Veh,
2017-09-23,21:00-23:59,Minor,49.22450951,-123.0907989,Veh-Veh,
2017-09-23,21:00-23:59,Minor,49.22450951,-123.0907989,Veh-Veh,
2017-09-23,,Minor,49.25803115,-123.1412282,Veh-Veh,
2017-09-23,9:00-11:59,Minor,49.25462583,-123.089932,Cyl-Unk,
2017-09-23,12:00-14:59,Minor,49.22450951,-123.0907989,Veh-Veh,
2017-09-23,15:00-17:59,Severe,49.23594287,-123.042316,Veh-Mot,
2017-09-23,,Minor,49.27767083,-123.0998124,Veh-Veh,
2017-09-22,12:00-14:59,Minor,49.28123838,-123.1084552,Veh-Mot,
2017-09-22,18:00-20:59,Minor,49.21314365,-123.140369,Veh-Mot,
2017-09-22,15:00-17:59,Minor,49.21314365,-123.140369,Veh-Veh,
2017-09-22,6:00-8:59,Severe,49.28712275,-123.1170235,Veh-Mot,
2017-09-20,0:00-2:59,Severe,49.27681516,-123.0813707,Veh-Ped,
2017-09-20,6:00-8:59,Severe,49.27681516,-123.0813707,Veh-Mot,
2017-09-20,6:00-8:59,Minor,49.2547343,-123.0856015,Veh-Veh,
2017-09-20,21:00-23:59,Minor,49.20292174,-123.077401,Cyl-Unk,
2017-09-20,,Severe,49.22937184,-123.0516143,Veh-Veh,
2017-09-19,12:00-14:59,Minor,49.22846787,-123.1015203,Veh-Veh,
2017-09-19,12:00-14:59,Minor,49.20566419,-123.131728,Veh-Veh,
2017-09-19,6:00-8:59,Minor,49.20566419,-123.131728,Veh-Veh,
2017-09-19,15:00-17:59,Minor,49.21726813,-123.0785568,Veh-Veh,
2017-09-19,12:00-14:59,Minor,49.21726813,-123.0785568,Veh-Mot,
2017-09-18,15:00-17:59,Severe,49.22846787,-123.1015203,Cyl-Unk,
2017-09-18,12:00-14:59,Minor,49.2740335,-123.0772816,Veh-Veh,
2017-09-17,14:50:00,Death,49.25956122,-123.0698156,Single Ped,
2017-09-17,6:00-8:59,Severe,49.27925815,-123.1230138,Veh-Veh,
2017-09-17,15:00-17:59,Minor,49.24050232,-123.1014864,Veh-Veh,
2017-09-17,12:00-14:59,Minor,49.26020101,-123.101075,Veh-Veh,
2017-09-17,15:00-17:59,Minor,49.22730901,-123.1674626,Veh-Veh,
2017-09-16,12:00-14:59,Severe,49.24108389,-123.1184367,Cyl-Unk,
2017-09-16,18:00-20:59,Minor,49.26694759,-123.077409,Veh-Veh,
2017-09-16,,Severe,49.26397938,-123.1624029,Veh-Mot,
2017-09-16,18:00-20:59,Minor,49.24108389,-123.1184367,Veh-Veh,
2017-09-16,15:00-17:59,Minor,49.25956122,-123.0698156,Veh-Veh,
2017-09-16,,Minor,49.20292174,-123.077401,Single Cyl,
2017-09-16,15:00-17:59,Minor,49.24050232,-123.1014864,Single Cyl,
2017-09-15,15:00-17:59,Severe,49.25206417,-123.0798974,Veh-Veh,
2017-09-15,6:00-8:59,Minor,49.26330575,-123.1009429,Cyl-Unk,
2017-09-15,18:00-20:59,Minor,49.21288192,-123.0770983,Veh-Veh,
2017-09-15,15:00-17:59,Minor,49.25206417,-123.0798974,Veh-Veh,
2017-09-15,15:00-17:59,Severe,49.24363668,-123.1392728,Single Cyl,
2017-09-15,18:00-20:59,Minor,49.31555276,-123.138343,Veh-Veh,
2017-09-14,6:00-8:59,Minor,49.28111839,-123.0791584,Cyl-Unk,
2017-09-14,15:00-17:59,Minor,49.27925815,-123.1230138,Veh-Veh,
