Collision Date,Collision Time Range,Injury Type,Latitude,Longitude,Modes,Risk
2017-05-29,21:00-23:59,Severe,49.26318198,-123.1128997,Single Cyl,
2017-05-29,21:00-23:59,Severe,49.26318198,-123.1128997,Single Cyl,
2017-05-28,15:00-17:59,Minor,49.24762151,-123.0627218,Single Cyl,
2017-05-28,15:00-17:59,Minor,49.24762151,-123.0627218,Single Cyl,
2017-05-28,,Minor,49.26970365,-123.1407917,Single Cyl,
2017-05-28,,Minor,49.26970365,-123.1407917,Single Cyl,
2017-05-27,15:00-17:59,Minor,49.27538076,-123.137183,Cyl-Cyl,
2017-05-27,15:00-17:59,Minor,49.27538076,-123.137183,Cyl-Cyl,
2017-05-27,15:00-17:59,Minor,49.23415345,-123.0358766,Cyl-Cyl,
2017-05-27,15:00-17:59,Minor,49.23415345,-123.0358766,Cyl-Cyl,
2017-05-27,18:00-20:59,Severe,49.25971654,-123.0891632,Cyl-Cyl,
2017-05-27,18:00-20:59,Severe,49.25971654,-123.0891632,Cyl-Cyl,
2017-05-27,,Minor,49.21920398,-123.1285906,Cyl-Unk,
2017-05-27,,Minor,49.21920398,-123.1285906,Cyl-Unk,
2017-05-27,15:00-17:59,Minor,49.2341254,-123.0259289,Single Cyl,
2017-05-27,15:00-17:59,Minor,49.2341254,-123.0259289,Single Cyl,
2017-05-25,,Minor,49.23365336,-123.1193792,Single Cyl,
2017-05-25,,Minor,49.23365336,-123.1193792,Single Cyl,
2017-05-24,,Minor,49.26247366,-123.0891189,Cyl-Ped,
2017-05-24,,Minor,49.26247366,-123.0891189,Cyl-Ped,
2017-05-24,18:00-20:59,Minor,49.23466491,-123.1613373,Single Cyl,
2017-05-24,18:00-20:59,Minor,49.23466491,-123.1613373,Single Cyl,
2017-05-23,12:00-14:59,Minor,49.24447201,-123.127714,Cyl-Unk,
2017-05-23,12:00-14:59,Minor,49.24447201,-123.127714,Cyl-Unk,
2017-05-22,,Minor,49.28111793,-123.0235783,Cyl-Ped,
2017-05-22,,Minor,49.28111793,-123.0235783,Cyl-Ped,
2017-05-22,,Minor,49.28117685,-123.0655742,Single Cyl,
2017-05-21,15:00-17:59,Minor,49.22416435,-123.1466673,Cyl-Cyl,
2017-05-21,15:00-17:59,Minor,49.22416435,-123.1466673,Cyl-Cyl,
2017-05-21,18:00-20:59,Minor,49.26020101,-123.101075,Single Cyl,
2017-05-21,18:00-20:59,Minor,49.26020101,-123.101075,Single Cyl,
2017-05-13,0:00-2:59,Severe,49.27764881,-123.0772095,Cyl-Cyl,
2017-05-13,0:00-2:59,Severe,49.27764881,-123.0772095,Cyl-Cyl,
2017-05-08,15:00-17:59,Minor,49.26369805,-123.1009262,Single Cyl,
2017-05-08,15:00-17:59,Minor,49.26369805,-123.1009262,Single Cyl,
2017-05-07,9:00-11:59,Severe,49.31555276,-123.138343,Single Cyl,
2017-05-07,9:00-11:59,Severe,49.31555276,-123.138343,Single Cyl,
2017-05-06,12:00-14:59,Minor,49.2671372,-123.135963,Cyl-Unk,
2017-05-06,12:00-14:59,Minor,49.2671372,-123.135963,Cyl-Unk,
2017-05-04,,Minor,49.28235465,-123.1144493,Cyl-Ped,
2017-05-04,12:00-14:59,Minor,49.22655262,-123.1283157,Single Cyl,
2017-05-04,12:00-14:59,Minor,49.22655262,-123.1283157,Single Cyl,
2017-04-29,0:00-2:59,Minor,49.27580345,-123.0546533,Cyl-Unk,
2017-04-28,18:00-20:59,Minor,49.25837705,-123.0983697,Cyl-Unk,
2017-04-28,,Minor,49.26293669,-123.1019602,Single Cyl,
2017-04-28,,Minor,49.26293669,-123.1019602,Single Cyl,
2017-04-27,15:00-17:59,Minor,49.24800984,-123.0712883,Cyl-Unk,
2017-04-27,21:00-23:59,Minor,49.2330791,-123.1015186,Single Cyl,
2017-04-23,9:00-11:59,Minor,49.21103142,-123.0720995,Single Cyl,
2017-04-22,9:00-11:59,Minor,49.23594287,-123.042316,Single Cyl,
2017-04-21,,Minor,49.22735265,-123.1713984,Cyl-Unk,
2017-04-21,18:00-20:59,Minor,49.24020915,-123.076405,Single Cyl,
2017-04-17,15:00-17:59,Severe,49.2635595,-123.1360969,Cyl-Unk,
2017-04-16,18:00-20:59,Minor,49.25011309,-123.0760987,Cyl-Unk,
2017-04-10,21:00-23:59,Minor,49.21675203,-123.1019582,Cyl-Unk,
2017-04-08,12:00-14:59,Severe,49.25458681,-123.0875433,Cyl-Unk,
2017-04-08,3:00-5:59,Minor,49.21287801,-123.074059,Cyl-Unk,
2017-04-03,15:00-17:59,Minor,49.27277625,-123.1000281,Cyl-Cyl,
2017-03-28,15:00-17:59,Minor,49.24882942,-123.0522433,Cyl-Ped,
2017-03-25,15:00-17:59,Minor,49.26020101,-123.101075,Cyl-Unk,
2017-03-22,15:00-17:59,Minor,49.24877824,-123.1010372,Single Cyl,
2017-03-21,9:00-11:59,Minor,49.26020101,-123.101075,Cyl-Cyl,
2017-03-17,18:00-20:59,Minor,49.28090938,-123.1022771,Single Cyl,
2017-03-12,,Minor,49.23674424,-123.1279788,Cyl-Unk,
2017-03-09,9:00-11:59,Severe,49.28158048,-123.139495,Cyl-Cyl,
2017-03-05,,Minor,49.26238115,-123.0775006,Single Cyl,
2017-02-25,15:00-17:59,Minor,49.27904049,-123.1194579,Single Cyl,
2017-02-18,,Minor,49.27126361,-123.065721,Single Cyl,
2017-02-12,6:00-8:59,Minor,49.2665932,-123.1108123,Cyl-Unk,
2017-01-30,15:00-17:59,Minor,49.23380638,-123.1238624,Cyl-Unk,
2017-01-29,,Minor,49.23271452,-123.077031,Cyl-Unk,
2017-01-23,3:00-5:59,Minor,49.23978466,-123.0764346,Single Cyl,
2017-01-17,15:00-17:59,Minor,49.27307304,-123.0565835,Cyl-Unk,
2017-01-15,18:00-20:59,Minor,49.21499926,-123.0720392,Cyl-Cyl,
2017-01-06,,Minor,49.24050232,-123.1014864,Single Cyl,
2016-12-29,21:00-23:59,Minor,49.2390684,-123.1167378,Single Cyl,
2016-12-22,9:00-11:59,Minor,49.23089963,-123.1014433,Single Cyl,
2016-12-17,12:00-14:59,Minor,49.22176573,-123.0908656,Single Cyl,
2016-12-12,15:00-17:59,Minor,49.27277625,-123.1000281,Single Cyl,
2016-12-12,18:00-20:59,Minor,49.21077549,-123.1003104,Single Cyl,
2016-12-05,,Minor,49.28158048,-123.139495,Single Cyl,
2016-11-28,,Minor,49.21462704,-123.0770784,Single Cyl,
2016-11-22,6:00-8:59,Minor,49.26201051,-123.1009977,Cyl-Unk,
2016-11-21,,Minor,49.27933833,-123.1132451,Cyl-Unk,
2016-11-18,9:00-11:59,Minor,49.27948142,-123.0997293,Cyl-Cyl,
2016-11-10,9:00-11:59,Minor,49.22930236,-123.128232,Cyl-Ped,
2016-11-10,12:00-14:59,Minor,49.21989776,-123.1401252,Single Cyl,
2016-11-07,,Severe,49.24564755,-123.1155418,Single Cyl,
2016-11-06,21:00-23:59,Minor,49.25188493,-123.0652185,Single Cyl,
2016-10-31,6:00-8:59,Minor,49.21675203,-123.1019582,Single Cyl,
2016-10-30,,Minor,49.23433032,-123.139588,Cyl-Unk,
2016-10-28,12:00-14:59,Minor,49.24877824,-123.1010372,Single Cyl,
2016-10-25,15:00-17:59,Minor,49.26444809,-123.1008951,Cyl-Ped,
2016-10-24,21:00-23:59,Minor,49.24624219,-123.1500729,Cyl-Unk,
2016-10-19,,Minor,49.27538076,-123.137183,Cyl-Ped,
2016-10-19,,Minor,49.2107292,-123.1301707,Single Cyl,
2016-10-17,,Minor,49.2107292,-123.1301707,Cyl-Ped,
2016-10-17,9:00-11:59,Minor,49.26797675,-123.1432292,Cyl-Unk,
2016-10-12,18:00-20:59,Minor,49.26475589,-123.1094432,Cyl-Ped,
2016-10-11,,Minor,49.27213562,-123.0695747,Cyl-Cyl,
2016-10-11,,Minor,49.2607329,-123.1362012,Cyl-Cyl,
2016-10-08,,Minor,49.23415345,-123.0358766,Cyl-Ped,
2016-10-03,,Minor,49.2635595,-123.1360969,Cyl-Unk,
2016-10-02,18:00-20:59,Minor,49.28298234,-123.1154202,Cyl-Unk,
2016-10-01,9:00-11:59,Minor,49.26020101,-123.101075,Cyl-Unk,
2016-09-30,,Minor,49.26251786,-123.0945002,Single Cyl,
2016-09-28,,Minor,49.23415345,-123.0358766,Single Cyl,
2016-09-27,,Minor,49.26226144,-123.0620261,Cyl-Unk,
2016-09-27,18:00-20:59,Minor,49.2485585,-123.0829244,Cyl-Unk,
2016-09-22,,Minor,49.27484647,-123.0695335,Cyl-Ped,
2016-09-22,15:00-17:59,Minor,49.26231941,-123.0697627,Single Cyl,
2016-09-20,12:00-14:59,Severe,49.24399049,-123.0566541,Cyl-Unk,
2016-09-16,12:00-14:59,Minor,49.24941352,-123.1390837,Cyl-Unk,
2016-09-13,9:00-11:59,Minor,49.24007423,-123.0666121,Cyl-Cyl,
2016-09-13,12:00-14:59,Minor,49.20570946,-123.1347012,Cyl-Cyl,
2016-09-12,,Minor,49.23476827,-123.189651,Cyl-Unk,
2016-09-10,12:00-14:59,Minor,49.24030608,-123.0903465,Cyl-Unk,
2016-09-10,9:00-11:59,Severe,49.26622882,-123.1252853,Cyl-Unk,
2016-09-09,,Minor,49.23955535,-123.0530512,Cyl-Unk,
2016-09-09,15:00-17:59,Minor,49.23354342,-123.1161922,Single Cyl,
2016-09-04,15:00-17:59,Minor,49.27662481,-123.0440966,Single Cyl,
2016-09-04,12:00-14:59,Minor,49.26263193,-123.0959911,Single Cyl,
2016-09-01,18:00-20:59,Severe,49.23475373,-123.1787215,Cyl-Unk,
2016-09-01,3:00-5:59,Minor,49.27353494,-123.1525649,Single Cyl,
2016-08-31,,Minor,49.2696471,-123.0754254,Cyl-Ped,
2016-08-29,18:00-20:59,Minor,49.26326048,-123.117503,Single Cyl,
2016-08-28,,Minor,49.23209561,-123.1281377,Cyl-Cyl,
2016-08-28,15:00-17:59,Minor,49.2330791,-123.1015186,Single Cyl,
2016-08-26,0:00-2:59,Minor,49.22018017,-123.0412907,Cyl-Unk,
2016-08-25,,Minor,49.26782127,-123.0735268,Single Cyl,
2016-08-24,18:00-20:59,Minor,49.27307304,-123.0565835,Cyl-Unk,
2016-08-23,,Severe,49.27011719,-123.1006575,Cyl-Ped,
2016-08-22,12:00-14:59,Severe,49.23613655,-123.0444912,Cyl-Unk,
2016-08-21,12:00-14:59,Minor,49.21562685,-123.1341373,Cyl-Unk,
2016-08-20,,Minor,49.20849155,-123.1316245,Cyl-Unk,
2016-08-20,,Minor,49.24000921,-123.0540294,Single Cyl,
2016-08-20,,Minor,49.24565534,-123.0968616,Single Cyl,
2016-08-19,12:00-14:59,Severe,49.28114529,-123.0545815,Cyl-Cyl,
2016-08-19,6:00-8:59,Minor,49.21737186,-123.1402175,Cyl-Unk,
2016-08-19,9:00-11:59,Minor,49.27679384,-123.1346299,Single Cyl,
2016-08-18,,Minor,49.24565534,-123.0968616,Single Cyl,
2016-08-14,,Minor,49.27584851,-123.0772376,Cyl-Cyl,
2016-08-14,15:00-17:59,Minor,49.28107814,-123.1075727,Single Cyl,
2016-08-13,12:00-14:59,Minor,49.22473616,-123.0456865,Cyl-Unk,
2016-08-12,,Minor,49.23433032,-123.139588,Cyl-Unk,
2016-08-12,12:00-14:59,Severe,49.27650884,-123.1252068,Cyl-Unk,
2016-08-11,,Minor,49.26797675,-123.1432292,Cyl-Ped,
2016-08-06,18:00-20:59,Minor,49.20292174,-123.077401,Cyl-Unk,
2016-08-06,,Severe,49.27736393,-123.1131776,Single Cyl,
2016-08-05,,Minor,49.26296007,-123.1029608,Single Cyl,
2016-08-04,18:00-20:59,Minor,49.23479284,-123.0769623,Single Cyl,
2016-08-04,,Minor,49.26948339,-123.1835967,Single Cyl,
2016-08-02,3:00-5:59,Severe,49.24272422,-123.0599699,Single Cyl,
2016-08-02,,Minor,49.24848074,-123.0761522,Single Cyl,
2016-07-30,18:00-20:59,Minor,49.266185,-123.1384598,Cyl-Unk,
2016-07-30,12:00-14:59,Minor,49.26601203,-123.0735606,Single Cyl,
2016-07-29,18:00-20:59,Minor,49.25815019,-123.033772,Cyl-Unk,
2016-07-29,18:00-20:59,Minor,49.26482063,-123.1128276,Cyl-Unk,
2016-07-29,9:00-11:59,Minor,49.24614307,-123.1786241,Single Cyl,
2016-07-29,6:00-8:59,Minor,49.26676805,-123.1480158,Single Cyl,
2016-07-29,18:00-20:59,Minor,49.26229011,-123.0658946,Single Cyl,
2016-07-28,18:00-20:59,Minor,49.23674424,-123.1279788,Single Cyl,
2016-07-27,18:00-20:59,Minor,49.28390407,-123.0597155,Single Cyl,
2016-07-26,21:00-23:59,Severe,49.27013966,-123.2058307,Cyl-Ped,
2016-07-26,6:00-8:59,Minor,49.21391961,-123.0895301,Mot-Cyl,
2016-07-26,21:00-23:59,Minor,49.26485742,-123.1147614,Single Cyl,
2016-07-22,,Minor,49.25159466,-123.0694081,Cyl-Unk,
2016-07-21,,Minor,49.22851851,-123.1787713,Cyl-Cyl,
2016-07-21,18:00-20:59,Minor,49.25262689,-123.1274116,Cyl-Ped,
2016-07-21,6:00-8:59,Minor,49.24893445,-123.1121924,Cyl-Unk,
2016-07-20,,Minor,49.29685173,-123.026349,Cyl-Unk,
2016-07-19,9:00-11:59,Minor,49.26285921,-123.099514,Cyl-Unk,
2016-07-18,,Minor,49.26238115,-123.0775006,Cyl-Unk,
2016-07-17,18:00-20:59,Severe,49.26794008,-123.1408584,Cyl-Cyl,
2016-07-17,,Minor,49.26794008,-123.1408584,Single Cyl,
2016-07-16,0:00-2:59,Severe,49.28113855,-123.0493305,Single Cyl,
2016-07-14,,Minor,49.26435145,-123.0919915,Cyl-Ped,
2016-07-12,,Minor,49.26872754,-123.0735089,Single Cyl,
2016-07-12,,Minor,49.20707357,-123.1405734,Single Cyl,
2016-07-10,9:00-11:59,Minor,49.2940602,-123.1360051,Cyl-Cyl,
2016-07-09,12:00-14:59,Minor,49.28178311,-123.1333593,Single Cyl,
2016-07-08,15:00-17:59,Minor,49.28123468,-123.0703897,Cyl-Unk,
2016-07-05,9:00-11:59,Severe,49.27277625,-123.1000281,Cyl-Cyl,
2016-07-03,,Minor,49.22655262,-123.1283157,Cyl-Cyl,
2016-06-30,12:00-14:59,Minor,49.23272017,-123.1556294,Cyl-Ped,
2016-06-29,15:00-17:59,Minor,49.26624797,-123.1146284,Single Cyl,
2016-06-27,,Minor,49.27745426,-123.0440838,Cyl-Ped,
2016-06-25,,Minor,49.26143084,-123.0775191,Cyl-Unk,
2016-06-22,,Minor,49.28132157,-123.0770929,Single Cyl,
2016-06-21,0:00-2:59,Minor,49.26948245,-123.0414825,Single Cyl,
2016-06-20,,Minor,49.28113855,-123.0493305,Single Cyl,
2016-06-18,12:00-14:59,Severe,49.28233292,-123.1022158,Single Cyl,
2016-06-18,,Minor,49.24761986,-123.0901606,Single Cyl,
2016-06-17,15:00-17:59,Minor,49.26550105,-123.1480643,Cyl-Unk,
2016-06-17,18:00-20:59,Minor,49.26916794,-123.1006969,Cyl-Unk,
2016-06-14,12:00-14:59,Minor,49.29364404,-123.1366329,Cyl-Unk,
2016-06-13,18:00-20:59,Minor,49.26420486,-123.1759105,Cyl-Unk,
2016-06-13,9:00-11:59,Minor,49.25814852,-123.0285177,Cyl-Unk,
2016-06-12,,Minor,49.25270449,-123.1009237,Single Cyl,
2016-06-11,15:00-17:59,Minor,49.26359788,-123.1385577,Cyl-Unk,
2016-06-11,21:00-23:59,Minor,49.26291341,-123.1009596,Cyl-Unk,
2016-06-11,21:00-23:59,Minor,49.20292174,-123.077401,Single Cyl,
2016-06-08,6:00-8:59,Minor,49.26190647,-123.0390441,Single Cyl,
2016-06-07,15:00-17:59,Severe,49.26820584,-123.1575053,Cyl-Ped,
2016-06-05,,Minor,49.2704759,-123.100642,Single Cyl,
2016-06-05,,Minor,49.26953958,-123.0618879,Single Cyl,
2016-06-05,12:00-14:59,Minor,49.28392314,-123.0762674,Single Cyl,
2016-06-04,18:00-20:59,Minor,49.27308275,-123.1259028,Cyl-Cyl,
2016-06-03,12:00-14:59,Minor,49.26824515,-123.0696465,Single Cyl,
2016-06-02,18:00-20:59,Minor,49.25479432,-123.1009926,Single Cyl,
2016-06-01,12:00-14:59,Severe,49.22170636,-123.1400535,Single Cyl,
2016-05-31,6:00-8:59,Minor,49.27529934,-123.0695272,Single Cyl,
2016-05-30,,Severe,49.27567823,-123.1303841,Single Cyl,
2016-05-30,9:00-11:59,Minor,49.22547178,-123.0907739,Single Cyl,
2016-05-29,6:00-8:59,Minor,49.280528,-123.1249743,Cyl-Ped,
2016-05-29,15:00-17:59,Minor,49.23230884,-123.0236472,Cyl-Unk,
2016-05-28,12:00-14:59,Minor,49.27767083,-123.0998124,Single Cyl,
2016-05-27,12:00-14:59,Severe,49.26363738,-123.1410197,Cyl-Unk,
2016-05-25,15:00-17:59,Minor,49.264469,-123.1360634,Single Cyl,
2016-05-22,21:00-23:59,Minor,49.24455757,-123.0339806,Cyl-Unk,
2016-05-22,15:00-17:59,Minor,49.2330791,-123.1015186,Cyl-Unk,
2016-05-18,15:00-17:59,Minor,49.28113855,-123.0493305,Cyl-Ped,
2016-05-18,,Minor,49.20451133,-123.1363157,Single Cyl,
2016-05-17,,Minor,49.25083594,-123.1390313,Cyl-Unk,
2016-05-17,,Minor,49.25372045,-123.0899652,Single Cyl,
2016-05-15,,Minor,49.21838072,-123.097752,Single Cyl,
2016-05-13,12:00-14:59,Severe,49.2388946,-123.0554442,Single Cyl,
2016-05-10,,Severe,49.19818075,-123.12405,Single Cyl,
2016-05-08,0:00-2:59,Minor,49.25346799,-123.056624,Cyl-Unk,
2016-05-07,12:00-14:59,Minor,49.27084437,-123.0884735,Cyl-Cyl,
2016-05-07,15:00-17:59,Minor,49.282187,-123.0703689,Cyl-Cyl,
2016-05-07,6:00-8:59,Minor,49.25797223,-123.1375365,Cyl-Unk,
2016-05-07,12:00-14:59,Minor,49.26989372,-123.1527003,Cyl-Unk,
2016-05-07,15:00-17:59,Severe,49.2478855,-123.1122387,Cyl-Unk,
2016-05-06,21:00-23:59,Minor,49.25508974,-123.1757627,Single Cyl,
2016-05-03,6:00-8:59,Minor,49.21693867,-123.1168544,Single Cyl,
2016-05-02,15:00-17:59,Minor,49.27075643,-123.1514681,Single Cyl,
2016-05-01,12:00-14:59,Minor,49.26412124,-123.1710762,Cyl-Ped,
2016-04-30,21:00-23:59,Minor,49.26231941,-123.0697627,Cyl-Cyl,
2016-04-30,9:00-11:59,Minor,49.22424388,-123.1016816,Cyl-Cyl,
2016-04-30,21:00-23:59,Minor,49.26805359,-123.1479666,Cyl-Unk,
2016-04-28,,Minor,49.19938176,-123.135837,Cyl-Unk,
2016-04-27,,Minor,49.27277625,-123.1000281,Single Cyl,
2016-04-22,9:00-11:59,Minor,49.26470945,-123.1067608,Cyl-Unk,
